seed,player,num_rounds,risk,wealth,total_rent_paid,properties_owned,passed_go_count,neighborhood_completeness,loser
337,Player 2,27,0,62,24,7,3,0.0,1
338,Player 1,69,0,452,273,14,9,2.0,1
338,Player 2,69,0,558,165,14,12,2.0,1
339,Player 1,19,0,-32,0,8,2,0.0,1
339,Player 2,19,0,32,18,10,3,1.0,1
340,Player 1,16,0,68,26,8,1,0.0,2
340,Player 2,16,0,-8,44,5,2,1.0,2
341,Player 1,39,0,529,96,12,7,2.0,2
341,Player 2,39,0,-89,65,9,4,0.0,2
342,Player 1,28,0,-58,44,9,4,0.0,1
342,Player 2,28,0,78,6,10,4,1.0,1
343,Player 1,48,0,362,100,11,7,1.0,2
343,Player 2,48,0,-12,162,13,7,1.0,2
344,Player 1,72,0,263,354,12,10,0.0,2
344,Player 2,72,0,47,207,16,10,1.0,2
345,Player 1,24,0,452,82,9,3,1.0,2
345,Player 2,24,0,-12,104,9,3,0.0,2
346,Player 1,34,0,192,88,11,4,0.0,2
346,Player 2,34,0,-22,170,9,3,1.0,2
347,Player 1,11,0,-50,0,8,1,0.0,1
347,Player 2,11,0,300,0,7,2,0.0,1
348,Player 1,71,0,-21,303,13,11,1.0,1
348,Player 2,71,0,551,292,13,9,1.0,1
349,Player 1,112,0,621,656,13,15,1.0,1
349,Player 2,112,0,1389,527,15,19,2.0,1
350,Player 1,95,0,885,436,17,15,3.0,1
350,Player 2,95,0,1425,371,11,14,0.0,1
351,Player 1,16,0,-5,31,8,2,0.0,1
351,Player 2,16,0,45,16,9,0,1.0,1
352,Player 1,15,0,178,0,8,2,0.0,2
352,Player 2,15,0,-78,28,7,1,0.0,2
353,Player 1,18,0,-33,103,9,1,0.0,1
353,Player 2,18,0,443,30,6,2,0.0,1
354,Player 1,11,0,-58,0,6,0,0.0,1
354,Player 2,11,0,298,22,6,1,1.0,1
355,Player 1,110,0,513,536,14,17,2.0,1
355,Player 2,110,0,1497,609,14,16,2.0,1
356,Player 1,26,0,-25,125,10,4,1.0,1
356,Player 2,26,0,345,70,10,4,1.0,1
357,Player 1,20,0,137,38,8,2,0.0,2
357,Player 2,20,0,-7,25,9,1,0.0,2
358,Player 1,40,0,218,50,12,7,0.0,2
358,Player 2,40,0,-68,148,9,4,0.0,2
359,Player 1,77,0,326,386,13,11,1.0,2
359,Player 2,77,0,84,322,15,10,2.0,2
360,Player 1,17,0,182,0,9,2,0.0,2
360,Player 2,17,0,-22,52,10,2,1.0,2
361,Player 1,34,0,130,94,8,4,1.0,2
361,Player 2,34,0,-70,134,11,4,1.0,2
362,Player 1,24,0,96,30,12,4,1.0,2
362,Player 2,24,0,-56,16,10,3,0.0,2
363,Player 1,52,0,-10,186,13,7,1.0,1
363,Player 2,52,0,100,166,11,6,2.0,1
364,Player 1,26,0,-194,44,10,4,0.0,1
364,Player 2,26,0,114,70,9,4,1.0,1
365,Player 1,37,0,-70,102,11,4,2.0,1
365,Player 2,37,0,40,102,10,5,1.0,1
366,Player 1,13,0,-95,25,7,0,0.0,1
366,Player 2,13,0,255,0,7,1,0.0,1
367,Player 1,17,0,-22,61,9,2,0.0,1
367,Player 2,17,0,162,29,7,2,0.0,1
368,Player 1,81,0,741,332,13,12,1.0,2
368,Player 2,81,0,169,253,15,11,1.0,2
369,Player 1,87,0,262,461,10,11,1.0,1
369,Player 2,87,0,648,343,18,15,3.0,1
370,Player 1,48,0,-76,166,12,7,1.0,1
370,Player 2,48,0,406,150,12,7,2.0,1
371,Player 1,20,0,-70,70,7,2,0.0,1
371,Player 2,20,0,150,20,10,3,1.0,1
372,Player 1,22,0,-12,97,5,3,0.0,1
372,Player 2,22,0,152,35,12,3,0.0,1
373,Player 1,96,0,1085,413,15,14,3.0,2
373,Player 2,96,0,425,468,13,13,1.0,2
374,Player 1,52,0,-11,154,13,6,2.0,1
374,Player 2,52,0,271,293,13,9,0.0,1
375,Player 1,44,0,696,77,12,7,1.0,2
375,Player 2,44,0,-16,263,10,4,1.0,2
376,Player 1,28,0,60,60,8,3,0.0,2
376,Player 2,28,0,-10,90,12,4,0.0,2
377,Player 1,37,0,-9,161,11,5,2.0,1
377,Player 2,37,0,219,122,11,5,0.0,1
378,Player 1,48,0,-134,128,11,5,0.0,1
378,Player 2,48,0,504,74,11,8,1.0,1
379,Player 1,22,0,-64,48,9,3,1.0,1
379,Player 2,22,0,134,44,9,2,0.0,1
380,Player 1,82,0,304,439,15,10,2.0,1
380,Player 2,82,0,1206,313,13,14,3.0,1
381,Player 1,44,0,354,100,10,5,1.0,2
381,Player 2,44,0,-4,194,11,6,1.0,2
382,Player 1,41,0,62,84,11,5,0.0,2
382,Player 2,41,0,-42,106,11,6,0.0,2
383,Player 1,22,0,-35,54,10,2,0.0,1
383,Player 2,22,0,155,109,9,3,1.0,1
384,Player 1,36,0,-7,190,11,6,1.0,1
384,Player 2,36,0,317,83,11,6,1.0,1
385,Player 1,11,0,-46,0,9,1,0.0,1
385,Player 2,11,0,106,14,7,1,0.0,1
386,Player 1,132,0,735,698,12,17,1.0,1
386,Player 2,132,0,1975,363,16,21,2.0,1
387,Player 1,19,0,-23,35,8,1,1.0,1
387,Player 2,19,0,373,72,9,3,0.0,1
388,Player 1,35,0,77,55,13,5,2.0,2
388,Player 2,35,0,-17,132,10,5,1.0,2
389,Player 1,39,0,315,57,13,7,1.0,2
389,Player 2,39,0,-15,162,9,4,1.0,2
390,Player 1,32,0,-13,85,12,5,1.0,1
390,Player 2,32,0,343,112,9,3,0.0,1
391,Player 1,12,0,-17,35,9,1,0.0,1
391,Player 2,12,0,67,8,8,1,0.0,1
392,Player 1,18,0,-95,0,10,1,0.0,1
392,Player 2,18,0,695,65,6,3,0.0,1
393,Player 1,29,0,216,114,9,5,0.0,2
393,Player 2,29,0,-26,140,8,2,0.0,2
394,Player 1,24,0,396,67,10,4,0.0,2
394,Player 2,24,0,-6,73,8,4,2.0,2
395,Player 1,27,0,204,44,12,4,1.0,2
395,Player 2,27,0,-4,118,8,1,0.0,2
396,Player 1,137,0,2529,558,16,22,3.0,2
396,Player 2,137,0,1981,887,12,21,2.0,2
397,Player 1,38,0,54,208,11,4,1.0,2
397,Player 2,38,0,-14,142,12,7,2.0,2
398,Player 1,61,0,-33,208,12,9,1.0,1
398,Player 2,61,0,273,275,13,9,3.0,1
399,Player 1,65,0,42,361,14,10,1.0,1
399,Player 2,65,0,68,183,14,8,2.0,1
400,Player 1,22,0,-79,41,11,3,1.0,1
400,Player 2,22,0,229,2,10,4,1.0,1
401,Player 1,12,0,0,0,8,1,0.0,2
401,Player 2,12,0,-30,0,8,1,0.0,2
402,Player 1,92,0,1121,472,14,17,1.0,2
402,Player 2,92,0,889,423,14,13,0.0,2
403,Player 1,12,0,-90,0,6,1,0.0,1
403,Player 2,12,0,650,0,5,2,0.0,1
404,Player 1,70,0,411,235,14,9,0.0,2
404,Player 2,70,0,299,316,14,12,0.0,2
405,Player 1,85,0,1181,337,15,15,1.0,2
405,Player 2,85,0,1129,288,13,14,0.0,2
406,Player 1,15,0,45,0,7,0,0.0,2
406,Player 2,15,0,-25,35,6,1,0.0,2
407,Player 1,29,0,-14,116,10,4,1.0,1
407,Player 2,29,0,124,82,11,4,1.0,1
408,Player 1,30,0,23,71,8,4,0.0,2
408,Player 2,30,0,-63,34,10,2,0.0,2
409,Player 1,22,0,35,6,8,3,1.0,2
409,Player 2,22,0,-5,41,9,3,0.0,2
410,Player 1,24,0,85,16,12,3,1.0,2
410,Player 2,24,0,-25,81,9,3,1.0,2
411,Player 1,44,0,-37,112,13,7,1.0,1
411,Player 2,44,0,267,175,10,5,1.0,1
412,Player 1,170,0,2944,991,13,25,0.0,2
412,Player 2,170,0,2466,785,15,24,1.0,2
413,Player 1,38,0,38,131,10,5,0.0,2
413,Player 2,38,0,-18,199,13,6,0.0,2
414,Player 1,24,0,294,20,10,4,1.0,2
414,Player 2,24,0,-174,84,9,3,0.0,2
415,Player 1,42,0,-54,76,11,6,0.0,1
415,Player 2,42,0,224,102,10,5,1.0,1
416,Player 1,51,0,540,262,10,6,1.0,2
416,Player 2,51,0,-10,182,12,8,1.0,2
417,Player 1,21,0,40,112,6,2,0.0,2
417,Player 2,21,0,-110,72,11,2,1.0,2
418,Player 1,25,0,-158,42,9,3,1.0,1
418,Player 2,25,0,48,54,11,4,1.0,1
419,Player 1,19,0,-57,37,9,2,1.0,1
419,Player 2,19,0,87,0,11,3,1.0,1
420,Player 1,40,0,140,125,9,5,0.0,2
420,Player 2,40,0,-20,195,13,5,2.0,2
421,Player 1,25,0,-84,97,10,2,0.0,1
421,Player 2,25,0,74,63,8,3,0.0,1
422,Player 1,24,0,-67,18,6,1,0.0,1
422,Player 2,24,0,127,81,9,3,1.0,1
423,Player 1,16,0,-10,53,7,2,0.0,1
423,Player 2,16,0,130,43,8,2,0.0,1
424,Player 1,23,0,-12,72,9,4,0.0,1
424,Player 2,23,0,82,30,11,4,0.0,1
425,Player 1,47,0,405,54,10,7,0.0,2
425,Player 2,47,0,-15,239,13,6,4.0,2
426,Player 1,17,0,535,24,8,2,1.0,2
426,Player 2,17,0,-25,29,9,1,0.0,2
427,Player 1,20,0,326,22,10,3,0.0,2
427,Player 2,20,0,-76,28,7,2,0.0,2
428,Player 1,71,0,173,363,15,11,2.0,1
428,Player 2,71,0,337,226,13,10,1.0,1
429,Player 1,16,0,-21,75,7,2,0.0,1
429,Player 2,16,0,141,4,9,2,0.0,1
430,Player 1,16,0,140,0,10,2,0.0,2
430,Player 2,16,0,-70,0,8,2,2.0,2
431,Player 1,100,0,560,371,16,15,2.0,1
431,Player 2,100,0,1050,431,12,12,1.0,1
432,Player 1,22,0,-84,4,10,2,0.0,1
432,Player 2,22,0,104,30,6,1,0.0,1
433,Player 1,22,0,-14,75,10,3,0.0,1
433,Player 2,22,0,134,61,9,3,0.0,1
434,Player 1,29,0,199,105,12,4,0.0,2
434,Player 2,29,0,-9,114,9,5,0.0,2
435,Player 1,17,0,35,25,8,0,0.0,2
435,Player 2,17,0,-45,0,8,2,0.0,2
436,Player 1,52,0,115,166,13,7,0.0,2
436,Player 2,52,0,-5,131,13,7,0.0,2
437,Player 1,27,0,226,40,10,4,1.0,2
437,Player 2,27,0,-56,96,10,3,2.0,2
438,Player 1,13,0,360,0,7,2,0.0,2
438,Player 2,13,0,-60,0,7,1,0.0,2
439,Player 1,91,0,225,416,15,12,1.0,1
439,Player 2,91,0,585,481,13,14,0.0,1
440,Player 1,23,0,101,0,13,3,3.0,2
440,Player 2,23,0,-21,41,8,3,0.0,2
441,Player 1,73,0,565,401,16,12,1.0,1
441,Player 2,73,0,645,206,12,12,0.0,1
442,Player 1,48,0,-66,188,12,6,2.0,1
442,Player 2,48,0,236,152,13,8,2.0,1
443,Player 1,11,0,-75,0,8,0,0.0,1
443,Player 2,11,0,415,25,6,1,0.0,1
444,Player 1,23,0,-16,62,8,3,1.0,1
444,Player 2,23,0,116,46,10,3,1.0,1
445,Player 1,27,0,163,166,11,4,1.0,2
445,Player 2,27,0,-3,59,12,4,1.0,2
446,Player 1,12,0,-58,8,7,1,0.0,1
446,Player 2,12,0,268,0,7,1,0.0,1
447,Player 1,21,0,-12,62,6,0,0.0,1
447,Player 2,21,0,222,50,10,4,0.0,1
448,Player 1,120,0,993,727,16,19,2.0,1
448,Player 2,120,0,2117,680,12,17,0.0,1
449,Player 1,11,0,66,0,7,1,0.0,2
449,Player 2,11,0,-6,16,8,1,0.0,2
450,Player 1,19,0,115,25,8,2,0.0,2
450,Player 2,19,0,-65,0,9,2,0.0,2
451,Player 1,14,0,508,12,6,2,0.0,2
451,Player 2,14,0,-8,20,9,2,1.0,2
452,Player 1,152,0,2529,1147,14,23,2.0,2
452,Player 2,152,0,2081,676,14,23,2.0,2
453,Player 1,39,0,339,71,10,6,0.0,2
453,Player 2,39,0,-59,100,9,5,0.0,2
454,Player 1,16,0,186,25,8,3,0.0,2
454,Player 2,16,0,-56,31,9,1,0.0,2
455,Player 1,95,0,1119,256,15,14,2.0,2
455,Player 2,95,0,691,405,13,14,1.0,2
456,Player 1,14,0,560,20,7,2,0.0,2
456,Player 2,14,0,-20,30,7,2,1.0,2
457,Player 1,29,0,-19,78,10,4,0.0,1
457,Player 2,29,0,99,69,11,4,0.0,1
458,Player 1,33,0,-65,57,9,4,0.0,1
458,Player 2,33,0,225,72,9,4,1.0,1
459,Player 1,105,0,1146,573,14,15,3.0,2
459,Player 2,105,0,864,529,14,16,2.0,2
460,Player 1,19,0,-88,46,10,2,1.0,1
460,Player 2,19,0,258,38,8,2,0.0,1
461,Player 1,24,0,208,96,10,4,0.0,2
461,Player 2,24,0,-28,54,10,4,0.0,2
462,Player 1,27,0,-6,84,11,4,1.0,1
462,Player 2,27,0,76,8,8,2,0.0,1
463,Player 1,16,0,-40,10,9,2,0.0,1
463,Player 2,16,0,300,0,9,2,0.0,1
464,Player 1,14,0,-6,62,8,1,0.0,1
464,Player 2,14,0,256,26,8,2,0.0,1
465,Player 1,20,0,285,35,9,3,1.0,2
465,Player 2,20,0,-15,20,6,1,0.0,2
466,Player 1,31,0,153,38,14,5,1.0,2
466,Player 2,31,0,-73,141,6,3,1.0,2
467,Player 1,45,0,-97,195,11,6,1.0,1
467,Player 2,45,0,357,38,12,8,1.0,1
468,Player 1,86,0,708,389,14,12,1.0,2
468,Player 2,86,0,502,457,14,11,0.0,2
469,Player 1,32,0,-21,87,12,5,1.0,1
469,Player 2,32,0,81,36,9,3,1.0,1
470,Player 1,27,0,325,72,11,3,1.0,2
470,Player 2,27,0,-15,157,9,3,1.0,2
471,Player 1,17,0,124,22,7,2,1.0,2
471,Player 2,17,0,-14,26,8,0,0.0,2
472,Player 1,38,0,-24,177,8,6,0.0,1
472,Player 2,38,0,314,93,12,6,1.0,1
473,Player 1,61,0,294,156,13,11,0.0,2
473,Player 2,61,0,216,120,15,10,0.0,2
474,Player 1,15,0,342,10,6,2,0.0,2
474,Player 2,15,0,-32,32,8,0,2.0,2
475,Player 1,12,0,550,10,5,1,0.0,2
475,Player 2,12,0,-70,0,8,1,0.0,2
476,Player 1,71,0,15,194,16,10,2.0,1
476,Player 2,71,0,695,249,12,9,0.0,1
477,Player 1,16,0,-4,38,7,1,0.0,1
477,Player 2,16,0,694,14,7,1,1.0,1
478,Player 1,21,0,-98,48,9,3,0.0,1
478,Player 2,21,0,38,10,9,2,0.0,1
479,Player 1,42,0,-22,172,10,5,0.0,1
479,Player 2,42,0,302,90,14,7,1.0,1
480,Player 1,22,0,175,60,8,3,0.0,2
480,Player 2,22,0,-65,75,9,2,1.0,2
481,Player 1,14,0,151,0,7,2,0.0,2
481,Player 2,14,0,-11,71,8,2,0.0,2
482,Player 1,33,0,-2,116,8,5,1.0,1
482,Player 2,33,0,342,34,13,5,2.0,1
483,Player 1,16,0,-12,46,8,2,0.0,1
483,Player 2,16,0,62,4,7,2,0.0,1
484,Player 1,15,0,-168,18,7,1,0.0,1
484,Player 2,15,0,158,10,8,2,0.0,1
485,Player 1,22,0,88,42,9,3,0.0,2
485,Player 2,22,0,-48,130,11,3,1.0,2
486,Player 1,12,0,-52,12,8,1,0.0,1
486,Player 2,12,0,332,0,5,1,0.0,1
487,Player 1,27,0,-93,46,11,4,0.0,1
487,Player 2,27,0,63,93,10,3,0.0,1
488,Player 1,59,0,72,172,14,9,2.0,2
488,Player 2,59,0,-12,324,12,8,0.0,2
489,Player 1,42,0,-65,86,13,6,2.0,1
489,Player 2,42,0,55,131,12,6,1.0,1
490,Player 1,16,0,10,0,8,2,0.0,2
490,Player 2,16,0,-130,0,9,2,0.0,2
491,Player 1,46,0,121,220,11,7,0.0,2
491,Player 2,46,0,-81,131,10,4,1.0,2
492,Player 1,23,0,-58,22,9,2,0.0,1
492,Player 2,23,0,308,24,8,4,0.0,1
493,Player 1,17,0,90,0,7,2,0.0,2
493,Player 2,17,0,-20,20,11,3,1.0,2
494,Player 1,11,0,674,26,4,1,0.0,2
494,Player 2,11,0,-74,0,8,1,0.0,2
495,Player 1,25,0,-149,52,9,2,0.0,1
495,Player 2,25,0,29,103,9,4,0.0,1
496,Player 1,16,0,-75,65,10,2,0.0,1
496,Player 2,16,0,305,0,8,2,2.0,1
497,Player 1,31,0,-60,65,9,3,1.0,1
497,Player 2,31,0,320,85,11,3,2.0,1
498,Player 1,31,0,-1,46,10,3,0.0,1
498,Player 2,31,0,261,75,11,4,1.0,1
499,Player 1,62,0,40,216,15,9,1.0,1
499,Player 2,62,0,470,276,13,9,1.0,1
500,Player 1,23,0,-4,114,9,2,0.0,1
500,Player 2,23,0,314,30,8,3,0.0,1
100,Player 1,31,1,240,72,10,3,0.0,2
100,Player 2,31,1,-20,92,8,3,1.0,2
101,Player 1,14,1,-20,26,6,1,0.0,1
101,Player 2,14,1,10,26,8,1,0.0,1
102,Player 1,20,1,-76,56,10,3,0.0,1
102,Player 2,20,1,66,0,9,2,1.0,1
103,Player 1,16,1,-48,24,8,2,0.0,1
103,Player 2,16,1,508,86,6,2,0.0,1
104,Player 1,11,1,890,10,2,1,0.0,2
104,Player 2,11,1,-80,0,9,1,1.0,2
105,Player 1,22,1,-23,67,9,2,1.0,1
105,Player 2,22,1,193,24,7,4,0.0,1
106,Player 1,26,1,45,60,9,2,0.0,2
106,Player 2,26,1,-25,85,9,3,1.0,2
107,Player 1,18,1,471,54,6,2,0.0,2
107,Player 2,18,1,-51,35,9,2,0.0,2
108,Player 1,15,1,264,0,8,2,1.0,2
108,Player 2,15,1,-34,14,7,1,0.0,2
109,Player 1,36,1,403,302,10,5,1.0,2
109,Player 2,36,1,-73,55,11,5,1.0,2
110,Player 1,59,1,573,159,12,9,1.0,2
110,Player 2,59,1,-73,142,13,7,0.0,2
111,Player 1,21,1,142,48,9,3,0.0,2
111,Player 2,21,1,-2,30,11,3,1.0,2
112,Player 1,38,1,93,55,11,6,1.0,2
112,Player 2,38,1,-53,128,10,4,0.0,2
113,Player 1,26,1,-16,102,10,3,0.0,1
113,Player 2,26,1,66,16,10,3,1.0,1
114,Player 1,30,1,-15,123,6,3,0.0,1
114,Player 2,30,1,305,28,12,5,1.0,1
115,Player 1,14,1,-10,30,8,2,2.0,1
115,Player 2,14,1,260,50,9,3,1.0,1
116,Player 1,22,1,301,49,8,2,0.0,2
116,Player 2,22,1,-21,50,9,3,0.0,2
117,Player 1,41,1,363,123,10,6,0.0,2
117,Player 2,41,1,-53,206,9,4,1.0,2
118,Player 1,136,1,2494,575,13,22,1.0,2
118,Player 2,136,1,1016,599,15,21,1.0,2
119,Player 1,29,1,-15,98,12,3,2.0,1
119,Player 2,29,1,265,73,9,5,0.0,1
120,Player 1,28,1,134,112,9,3,0.0,2
120,Player 2,28,1,-24,76,11,4,0.0,2
121,Player 1,18,1,-18,8,8,1,0.0,1
121,Player 2,18,1,348,70,8,2,1.0,1
122,Player 1,16,1,249,0,9,2,0.0,2
122,Player 2,16,1,-19,39,8,1,0.0,2
123,Player 1,19,1,-46,16,8,2,0.0,1
123,Player 2,19,1,266,20,8,3,0.0,1
124,Player 1,83,1,657,419,14,12,0.0,1
124,Player 2,83,1,753,326,14,13,2.0,1
125,Player 1,43,1,-46,88,13,6,0.0,1
125,Player 2,43,1,36,132,10,6,1.0,1
126,Player 1,36,1,228,94,11,5,0.0,2
126,Player 2,36,1,-8,192,12,6,1.0,2
127,Player 1,51,1,-23,141,10,5,0.0,1
127,Player 2,51,1,283,158,13,6,2.0,1
128,Player 1,31,1,235,70,11,5,0.0,2
128,Player 2,31,1,-15,75,9,4,1.0,2
129,Player 1,48,1,313,246,11,7,1.0,2
129,Player 2,48,1,-3,139,16,8,2.0,2
130,Player 1,10,1,336,24,6,1,0.0,2
130,Player 2,10,1,-26,0,8,1,0.0,2
131,Player 1,27,1,-13,16,11,4,1.0,1
131,Player 2,27,1,223,43,9,3,0.0,1
132,Player 1,42,1,-52,136,14,6,3.0,1
132,Player 2,42,1,82,124,10,6,1.0,1
133,Player 1,48,1,262,93,13,7,1.0,2
133,Player 2,48,1,-2,205,11,9,0.0,2
134,Player 1,44,1,-27,198,13,5,2.0,1
134,Player 2,44,1,457,71,10,6,0.0,1
135,Player 1,82,1,537,287,13,12,0.0,2
135,Player 2,82,1,273,344,15,12,3.0,2
136,Player 1,27,1,-79,61,9,3,0.0,1
136,Player 2,27,1,9,42,13,5,1.0,1
137,Player 1,13,1,-70,26,8,0,1.0,1
137,Player 2,13,1,230,16,6,2,0.0,1
138,Player 1,57,1,-99,170,11,7,1.0,1
138,Player 2,57,1,69,91,15,7,2.0,1
139,Player 1,17,1,-95,53,8,2,0.0,1
139,Player 2,17,1,35,48,8,3,1.0,1
140,Player 1,16,1,419,16,5,3,0.0,2
140,Player 2,16,1,-39,35,9,2,0.0,2
141,Player 1,25,1,55,85,8,2,0.0,2
141,Player 2,25,1,-25,50,12,4,1.0,2
142,Player 1,25,1,-19,124,10,3,1.0,1
142,Player 2,25,1,119,95,10,3,0.0,1
143,Player 1,41,1,-13,146,10,5,0.0,1
143,Player 2,41,1,243,43,13,4,2.0,1
144,Player 1,31,1,-70,26,9,3,1.0,1
144,Player 2,31,1,10,36,10,4,0.0,1
145,Player 1,20,1,-4,105,8,3,0.0,1
145,Player 2,20,1,94,41,10,2,0.0,1
146,Player 1,43,1,541,266,10,6,0.0,2
146,Player 2,43,1,-1,137,11,5,0.0,2
147,Player 1,20,1,478,16,7,2,0.0,2
147,Player 2,20,1,-8,74,12,3,1.0,2
148,Player 1,26,1,-70,124,9,2,1.0,1
148,Player 2,26,1,700,84,9,4,1.0,1
149,Player 1,61,1,-12,281,12,7,2.0,1
149,Player 2,61,1,172,219,14,9,2.0,1
150,Player 1,18,1,-2,22,6,2,0.0,1
150,Player 2,18,1,42,10,8,1,0.0,1
151,Player 1,15,1,511,39,7,2,0.0,2
151,Player 2,15,1,-31,0,7,1,0.0,2
152,Player 1,77,1,498,374,14,11,3.0,2
152,Player 2,77,1,212,302,14,12,1.0,2
153,Player 1,74,1,727,231,14,12,0.0,2
153,Player 2,74,1,483,328,14,12,1.0,2
154,Player 1,35,1,384,82,10,5,0.0,2
154,Player 2,35,1,-44,96,9,5,0.0,2
155,Player 1,55,1,287,132,11,8,1.0,2
155,Player 2,55,1,-7,149,11,6,1.0,2
156,Player 1,20,1,6,41,10,3,0.0,2
156,Player 2,20,1,-76,47,8,0,0.0,2
157,Player 1,19,1,320,60,8,3,0.0,2
157,Player 2,19,1,-30,60,11,3,1.0,2
158,Player 1,56,1,-15,226,10,6,0.0,1
158,Player 2,56,1,305,171,14,8,0.0,1
159,Player 1,15,1,86,10,7,1,0.0,2
159,Player 2,15,1,-6,76,8,2,0.0,2
160,Player 1,21,1,-8,32,10,3,0.0,1
160,Player 2,21,1,88,4,8,2,0.0,1
161,Player 1,20,1,334,30,8,3,0.0,2
161,Player 2,20,1,-14,34,9,3,0.0,2
162,Player 1,26,1,-84,22,10,4,1.0,1
162,Player 2,26,1,254,128,9,5,1.0,1
163,Player 1,30,1,211,61,9,4,0.0,2
163,Player 2,30,1,-21,132,8,4,1.0,2
164,Player 1,57,1,-20,160,13,9,1.0,1
164,Player 2,57,1,310,300,13,10,2.0,1
165,Player 1,33,1,-70,118,8,3,0.0,1
165,Player 2,33,1,240,148,10,5,0.0,1
166,Player 1,19,1,-7,87,10,2,1.0,1
166,Player 2,19,1,217,10,6,2,0.0,1
167,Player 1,96,1,1005,569,16,14,3.0,1
167,Player 2,96,1,1305,254,12,14,2.0,1
168,Player 1,18,1,268,10,7,2,0.0,2
168,Player 2,18,1,-98,18,9,2,0.0,2
169,Player 1,29,1,34,52,8,2,0.0,2
169,Player 2,29,1,-54,16,10,2,0.0,2
170,Player 1,11,1,-6,28,8,1,0.0,1
170,Player 2,11,1,196,32,6,1,1.0,1
171,Player 1,100,1,837,738,16,17,1.0,1
171,Player 2,100,1,1073,395,12,13,0.0,1
172,Player 1,32,1,149,81,10,4,0.0,2
172,Player 2,32,1,-9,150,12,5,1.0,2
173,Player 1,60,1,251,220,13,9,2.0,2
173,Player 2,60,1,159,251,15,8,3.0,2
174,Player 1,17,1,548,66,8,2,0.0,2
174,Player 2,17,1,-58,4,8,2,0.0,2
175,Player 1,11,1,-186,6,7,1,0.0,1
175,Player 2,11,1,946,0,4,1,0.0,1
176,Player 1,26,1,-57,76,10,1,0.0,1
176,Player 2,26,1,87,69,9,4,3.0,1
177,Player 1,46,1,541,71,11,6,1.0,2
177,Player 2,46,1,-61,162,11,7,0.0,2
178,Player 1,51,1,311,116,12,7,0.0,2
178,Player 2,51,1,-51,157,9,4,0.0,2
179,Player 1,51,1,237,153,15,9,1.0,1
179,Player 2,51,1,273,190,13,8,2.0,1
180,Player 1,16,1,109,24,8,1,0.0,2
180,Player 2,16,1,-9,53,9,2,0.0,2
181,Player 1,77,1,154,333,14,12,1.0,1
181,Player 2,77,1,956,207,14,12,0.0,1
182,Player 1,60,1,180,285,15,10,2.0,2
182,Player 2,60,1,130,225,13,9,2.0,2
183,Player 1,41,1,-49,175,12,5,3.0,1
183,Player 2,41,1,349,86,11,6,1.0,1
184,Player 1,25,1,-45,137,10,4,0.0,1
184,Player 2,25,1,205,82,9,3,1.0,1
185,Player 1,74,1,298,188,14,8,0.0,1
185,Player 2,74,1,312,406,14,13,0.0,1
186,Player 1,14,1,106,12,10,2,0.0,2
186,Player 2,14,1,-66,8,7,1,0.0,2
187,Player 1,12,1,1341,4,3,2,0.0,2
187,Player 2,12,1,-1,25,10,2,1.0,2
188,Player 1,12,1,-20,0,9,1,1.0,1
188,Player 2,12,1,670,30,5,2,0.0,1
189,Player 1,59,1,-29,235,12,8,0.0,1
189,Player 2,59,1,259,216,13,7,1.0,1
190,Player 1,17,1,111,28,9,3,0.0,2
190,Player 2,17,1,-1,29,9,2,1.0,2
191,Player 1,87,1,-3,239,11,8,0.0,1
191,Player 2,87,1,613,216,15,14,2.0,1
192,Player 1,24,1,-3,107,8,3,1.0,1
192,Player 2,24,1,143,24,11,4,1.0,1
193,Player 1,22,1,47,77,7,3,0.0,2
193,Player 2,22,1,-77,24,12,2,1.0,2
194,Player 1,37,1,-4,114,12,5,1.0,1
194,Player 2,37,1,244,70,12,6,1.0,1
195,Player 1,36,1,54,80,11,5,0.0,2
195,Player 2,36,1,-174,44,10,4,0.0,2
196,Player 1,77,1,1032,335,12,13,1.0,2
196,Player 2,77,1,478,307,16,12,2.0,2
197,Player 1,164,1,2393,892,12,23,2.0,1
197,Player 2,164,1,2817,715,16,25,3.0,1
198,Player 1,22,1,-22,58,10,3,0.0,1
198,Player 2,22,1,162,36,9,2,2.0,1
199,Player 1,26,1,440,34,9,3,0.0,2
199,Player 2,26,1,-10,64,10,3,0.0,2
200,Player 1,78,1,122,241,15,12,2.0,1
200,Player 2,78,1,288,343,13,11,0.0,1
201,Player 1,81,1,789,479,13,13,0.0,2
201,Player 2,81,1,721,228,15,12,1.0,2
202,Player 1,17,1,14,10,10,2,0.0,2
202,Player 2,17,1,-24,14,6,1,0.0,2
203,Player 1,105,1,739,592,13,13,2.0,1
203,Player 2,105,1,871,451,15,15,4.0,1
204,Player 1,108,1,1445,755,12,15,1.0,1
204,Player 2,108,1,1465,260,16,19,2.0,1
205,Player 1,9,1,826,0,4,1,1.0,2
205,Player 2,9,1,-26,26,8,0,0.0,2
206,Player 1,17,1,-11,74,9,3,0.0,1
206,Player 2,17,1,401,33,9,2,1.0,1
207,Player 1,39,1,58,28,11,4,1.0,2
207,Player 2,39,1,-8,96,11,5,0.0,2
208,Player 1,25,1,115,31,11,2,1.0,2
208,Player 2,25,1,-5,56,11,4,0.0,2
209,Player 1,50,1,-20,189,12,7,0.0,1
209,Player 2,50,1,330,229,11,6,1.0,1
